amount_tweeted,created_at,language,location,primary_geo,screen_name,text_tweet,timestamp,ts,user_id,borough
1.0,Tue Apr 17 00:43:29 +0000 2018,en,"London, England","Croydon, London, United Kingdom",tiffanybop,Soft lips are such a turn on and completely changes everything about a kiss,1523925809854,2018-04-17 00:43:29,2911180318.0,Croydon
3.0,Tue Apr 17 00:43:59 +0000 2018,pt,"London, England","Barnet, London, Reino Unido",ahhgustavo,E eu acordar cedo amanhã vou cortar o cabelo,1523925839771,2018-04-17 00:43:59,7.236429925994126e+17,Barnet
1.0,Tue Apr 17 00:44:18 +0000 2018,en,Essex,"Ilford, London, United Kingdom",ChrisStroud2,@annesantiagox What on earth is this,1523925858869,2018-04-17 00:44:18,466746752.0,Redbridge
1.0,Tue Apr 17 00:44:56 +0000 2018,und,"London, England","Islington, London, United Kingdom",mickyjmcm,@LernerLion @StolenRide,1523925896003,2018-04-17 00:44:56,461195583.0,Islington
2.0,Tue Apr 17 00:44:58 +0000 2018,en,Murcia,"51.50711486, -0.12731805",franchescorubio,"""What are all such enemies taken together compared to the pallid,… https://t.co/IX3ONFfRUT",1523925898289,2018-04-17 00:44:58,353114584.0,Westminster
1.0,Tue Apr 17 00:44:59 +0000 2018,en,"London, England","Ilford, London, United Kingdom",hamzainayat_,@_neyx Thats good to know 😭😭😭,1523925899579,2018-04-17 00:44:59,853317732.0,Redbridge
1.0,Tue Apr 17 00:45:20 +0000 2018,en,North London,"Enfield, London, United Kingdom",Jamiah_Lawrence,Enjoy life https://t.co/9n1KA83to9,1523925920710,2018-04-17 00:45:20,2356335198.0,Enfield
3.0,Tue Apr 17 00:45:45 +0000 2018,en,West Suffolk,"Hillingdon, London, United Kingdom",Eagle_Chaser,@Hells4Heroes Kinky.,1523925945323,2018-04-17 00:45:45,246837534.0,Hillingdon
2.0,Tue Apr 17 00:47:00 +0000 2018,en,"London, England","Stratford, London, United Kingdom",matthewransley,Pvp seems to suck in ESO imbalanced,1523926020125,2018-04-17 00:47:00,48123986.0,Newham
1.0,Tue Apr 17 00:47:51 +0000 2018,en,"London, England","Greenwich, London, United Kingdom",_JEKEY,If we had a Tory mayor there would be riots on the streets with this many murders being down to the mayors pure inc… https://t.co/Pvs5ApySn8,1523926071469,2018-04-17 00:47:51,2497060112.0,Greenwich
1.0,Tue Apr 17 00:47:58 +0000 2018,en,England,"Hounslow, London, United Kingdom",smmitthyyy,There’s a lot of hatin on 6ix9ine but he really be the hottest in the game rn,1523926078507,2018-04-17 00:47:58,2419260883.0,Hounslow
12.0,Tue Apr 17 00:48:17 +0000 2018,en,"Petersfield, UK","Camberwell, London, United Kingdom",MmmmTrams,@RMcCarthy86 How the heck is a power cut going to wake you up?,1523926097969,2018-04-17 00:48:17,1354789608.0,Southwark
3.0,Tue Apr 17 00:48:23 +0000 2018,en,London,"Westminster, England, United Kingdom",TrendsLondon,"#queensgreenplanet is now trending in #London

https://t.co/84fBJpOmDM https://t.co/LhvLkKnRxk",1523926103492,2018-04-17 00:48:23,123790755.0,Westminster
1.0,Tue Apr 17 00:49:28 +0000 2018,en,London,"Harrow, London, United Kingdom",TheTallBlonde1,@NickyGWilson @NinjaTheory I doubt BAFTA care about platform. Ninja Theory seem to have struck up a good deal with… https://t.co/OQg2vp6qEU,1523926168258,2018-04-17 00:49:28,31195589.0,Harrow
1.0,Tue Apr 17 00:49:33 +0000 2018,en,,"Lewisham, London, United Kingdom",Vanessssaxo,I’m way too emotional.,1523926173182,2018-04-17 00:49:33,212606614.0,Lewisham
1.0,Tue Apr 17 00:50:08 +0000 2018,en,"Hounslow, London","Hounslow, London, United Kingdom",PhilAndrewsTW7,"@AaronBastani SNP, Green, Lib Dems, even some Tories spoke up for accountability. Only the Labour right couldn’t br… https://t.co/35MgtA1NOw",1523926208084,2018-04-17 00:50:08,65186264.0,Hounslow
3.0,Tue Apr 17 00:50:19 +0000 2018,it,"London, England","Sutton, London, United Kingdom",amelia_jk,Pinocchio Grimes #TheWalkingDeadUK #thewalkingdeadfinale #TWD https://t.co/0wshB4uTgb,1523926219200,2018-04-17 00:50:19,404384338.0,Sutton
4.0,Tue Apr 17 00:50:20 +0000 2018,in,,"Romford, London, United Kingdom",lysdmn_,Almost qaqo,1523926220808,2018-04-17 00:50:20,624639461.0,Havering
1.0,Tue Apr 17 00:51:34 +0000 2018,ar,"London, England","Paddington, London, United Kingdom",z_kamshad,أقوى انواع الملل 🙇🏼‍♀️,1523926294760,2018-04-17 00:51:34,216692834.0,Westminster
3.0,Tue Apr 17 00:51:39 +0000 2018,en,"South East, England","The Dorchester, United Kingdom",GurpreetBhangra,Great Evening @Conservatives Commonwealth Dinner @TheDorchester London inspiring speeches showing prosperity and im… https://t.co/SRIOWGLlmp,1523926299145,2018-04-17 00:51:39,8.608290540811347e+17,Westminster
2.0,Tue Apr 17 00:52:22 +0000 2018,en,JakARTa-Indonesia,"51.50711486, -0.12731805",ade_govinda,"London // street // a day in the life // tube // 🇬🇧
.
.
#london #londonstreet #tube #londontreet… https://t.co/PnoHYvFwdv",1523926342396,2018-04-17 00:52:22,42174898.0,Westminster
1.0,Tue Apr 17 00:52:30 +0000 2018,en,"London, United Kingdom","51.50166667, -0.13194444",yinksdjinks,🐿 @ St. James's Park https://t.co/ADXjgdldn7,1523926350700,2018-04-17 00:52:30,43486652.0,Westminster
1.0,Tue Apr 17 00:52:48 +0000 2018,es,"Arlington, TX","51.50711486, -0.12731805",Appletoch,"Y bueno, pues durante el viaje, claramente se observa que perdí mis nalgas... 😦 @ London, United… https://t.co/FS1hWN3HlV",1523926368131,2018-04-17 00:52:48,766167.0,Westminster
1.0,Tue Apr 17 00:53:28 +0000 2018,en,Pittsburgh,"Paddington, London, United Kingdom",isaac__lewis,@SquillBradley is about to drop the soundtrack to my summer https://t.co/D5tBisis6p,1523926408397,2018-04-17 00:53:28,259466194.0,Westminster
1.0,Tue Apr 17 00:54:16 +0000 2018,pt,"Belém, Brasil","Hammersmith, London, Reino Unido",EMassalai,Só queria tá deitada com o @ tomando uma coca cola ( não disse qual @),1523926456163,2018-04-17 00:54:16,7.409636244208394e+17,Hammersmith and Fulham
7.0,Tue Apr 17 00:54:22 +0000 2018,en,London UK,"Bromley, London, United Kingdom",VFMPropertyUK,"Landlords, residential property management companies and block managing agents fire safety regulations explained https://t.co/NHDGVbIdHH",1523926462029,2018-04-17 00:54:22,159458235.0,Bromley
1.0,Tue Apr 17 00:54:47 +0000 2018,en,Brockley ,"Lewisham, London, United Kingdom",theonionlives,"@TheCarteI Tbf mate, they sell boozer at 9am.",1523926487194,2018-04-17 00:54:47,23925743.0,Lewisham
1.0,Tue Apr 17 00:55:09 +0000 2018,und,London / Dublin,"Lewisham, London, United Kingdom",nessymon,@HannahDPhotos Grr,1523926509262,2018-04-17 00:55:09,26246157.0,Lewisham
1.0,Tue Apr 17 00:55:59 +0000 2018,es,"Washington Heights, NY","Croydon, London, United Kingdom",arioarmanie,"MI EXPERIENCIA EN LONDRES 
A SIDO INCREÍBLE 🇬🇧
Que país te gustaría visitar ati ? #ARIOARMY https://t.co/a88Ah6AhsW",1523926559783,2018-04-17 00:55:59,2901034079.0,Croydon
1.0,Tue Apr 17 00:56:16 +0000 2018,en,"London, UK","Southall, London, United Kingdom",ShabariTropic,Wow! What a turn up for the books! Isn't this amazing! https://t.co/1RHnLOX8dX,1523926576162,2018-04-17 00:56:16,2935382325.0,Ealing
1.0,Tue Apr 17 00:56:44 +0000 2018,en,"Enfield, London","Enfield, London, United Kingdom",tobsxldn,@_princesstarni Better than the other ones fr,1523926604642,2018-04-17 00:56:44,422154264.0,Enfield
1.0,Tue Apr 17 00:58:21 +0000 2018,und,"London, England","51.51583333, -0.09222222",mjahidhasan,#inthisbusycity #everyonebusy #withtheirlife #stress #happiness… https://t.co/QpAVXnFcGA,1523926701106,2018-04-17 00:58:21,199612906.0,City of London
1.0,Tue Apr 17 00:59:00 +0000 2018,en,,"Camberwell, London, United Kingdom",SianJCeramics,"Excited to be taking part in this event! April 20th 6-9pm April 21st 10am-6pm The Department Store, London SW9 8FR… https://t.co/RRXWdSb9ip",1523926740387,2018-04-17 00:59:00,633944691.0,Southwark
1.0,Tue Apr 17 01:00:09 +0000 2018,en,peckham,"Camberwell, London, United Kingdom",bradleyzero,This shit is for us ✊🏾 https://t.co/vCTPSVAKOO,1523926809979,2018-04-17 01:00:09,29420308.0,Southwark
2.0,Tue Apr 17 01:00:20 +0000 2018,en,,"Stoke Newington International Airport, United Kingdom",DMercyfulGrace,"Your #religion has #holes. It's #judgmental, #flawed and #self #righteous unlike #Jesus. Jesus came from the #house… https://t.co/ukzTUh3ehS",1523926820407,2018-04-17 01:00:20,965473837.0,Hackney
2.0,Tue Apr 17 01:00:44 +0000 2018,en,Blue Sky Thinking 🌍,"Camden Town, London, United Kingdom",Mike_amanpene,Economics Can’t Explain Why Inequality Decreases https://t.co/ToFrs72kA2,1523926844202,2018-04-17 01:00:44,2656804853.0,Camden
2.0,Tue Apr 17 01:01:19 +0000 2018,en,IG: @FractalMuse @J_KULCHA,"Barnet, London, United Kingdom",J_KULCHA,Princess Ruto reppin #WakandaForever across all three timelines 🙅🏾‍♀️🧜🏽‍♀️ https://t.co/RFrGzroWLA,1523926879719,2018-04-17 01:01:19,258797839.0,Barnet
1.0,Tue Apr 17 01:02:17 +0000 2018,en,"London, England","51.4992239, -0.1134191",LAW1SFAB,"This cafe is thee cutest, they have a whole bunch of plants outside for sell. I wish I had got a… https://t.co/K2eOCXEQ1R",1523926937420,2018-04-17 01:02:17,75926866.0,Lambeth
3.0,Tue Apr 17 01:03:15 +0000 2018,en,secure,"Poplar, London, United Kingdom",misterblaqk,@vindata is gotta be REX @januaryxblack,1523926995476,2018-04-17 01:03:15,24852591.0,Tower Hamlets
3.0,Tue Apr 17 01:04:02 +0000 2018,en,"London, England","Camberwell, London, United Kingdom",AdrianScant1346,"Everything that is required for us to be complete and fulfil assignment is inside our spirit, no outsourcing is nee… https://t.co/VtoCwvm8hN",1523927042716,2018-04-17 01:04:02,8.466821834902528e+17,Southwark
2.0,Tue Apr 17 01:04:07 +0000 2018,en,"Wandsworth, London","Wandsworth, London, Regno Unito",RaffaBlandino,@Woodythedrum it was amazing even if I was at your back 😂 btw your hair are beautiful! 🙌,1523927047042,2018-04-17 01:04:07,417104504.0,Wandsworth
1.0,Tue Apr 17 01:04:18 +0000 2018,und,"London, England","Lewisham, London, United Kingdom",UfuomaEssi,@cheapyxo 🧡🧡🧡🧡🧡🧡🧡,1523927058689,2018-04-17 01:04:18,627229229.0,Lewisham
1.0,Tue Apr 17 01:04:22 +0000 2018,en,,"51.51198765, -0.12269497",LittleMissMelbn,Just doing that city girl thing ❤️ #sojournlondon @ Covent Garden London https://t.co/6c3A3G6mbR,1523927062949,2018-04-17 01:04:22,340938081.0,Westminster
1.0,Tue Apr 17 01:05:48 +0000 2018,en,"london, united kingdom","Barnet, London, United Kingdom",leonidaniellaxo,My mannnnn x https://t.co/ALodYn2uqL,1523927148368,2018-04-17 01:05:48,7.018632279872061e+17,Barnet
1.0,Tue Apr 17 01:06:31 +0000 2018,es,REINO UNIDO.LONDRES.,"Barnet, London, Royaume-Uni",KASHIMOTOK,El sistema de defensa antiaérea de Siria repele un ataque con misiles en... https://t.co/GKSbe6MX3V via @YouTube,1523927191074,2018-04-17 01:06:31,216377094.0,Barnet
1.0,Tue Apr 17 01:07:28 +0000 2018,en,"Dublin, Ireland","Wandsworth, London, United Kingdom",powerjax,"@Aodan @airtransat Hey aodan, I had an issue activating in my first airport too. I got a letter from a border agent… https://t.co/SZ9leYQSQx",1523927248474,2018-04-17 01:07:28,49795342.0,Wandsworth
1.0,Tue Apr 17 01:07:35 +0000 2018,en,Gibraltar,"51.5313288, -0.1030932",Helen_Serruya,#groupphoto after 45mins of #boxing combinations #training in #sparr… https://t.co/lQz4DFCKqK,1523927255211,2018-04-17 01:07:35,33104851.0,Islington
1.0,Tue Apr 17 01:07:47 +0000 2018,en,,"Barnet, London, United Kingdom",PoundedYamBaby,My 21st is gonna be a movie by force✌🏾,1523927267415,2018-04-17 01:07:47,753395041.0,Barnet
1.0,Tue Apr 17 01:08:39 +0000 2018,en,United Kingdom,"Islington, London, United Kingdom",tryfindmebishh,You’ll act right for who you wanna act right for,1523927319860,2018-04-17 01:08:39,8.696960061994106e+17,Islington
11.0,Tue Apr 17 01:08:42 +0000 2018,en,Larkhall / London,"Eltham, London, United Kingdom",darylthedevine,@thecamptwat go to beddy byes,1523927322326,2018-04-17 01:08:42,138678172.0,Greenwich
1.0,Tue Apr 17 01:10:40 +0000 2018,en,UK,"Kensington, London, United Kingdom",pathedger,"@bebopj3 
Just watched Dylan Moran stand-up on TV - he described snoring as ""two rhinos fucking in a vat of crisps.… https://t.co/iytBFF3Efn",1523927440576,2018-04-17 01:10:40,216491009.0,Kensington and Chelsea
1.0,Tue Apr 17 01:10:43 +0000 2018,en,,"Islington, London, United Kingdom",Caiwilsh,A tale in two parts https://t.co/H3IsSdhxHo,1523927443179,2018-04-17 01:10:43,53637300.0,Islington
1.0,Tue Apr 17 01:10:46 +0000 2018,und,"London, England","Enfield, London, United Kingdom",TanTan_Ching,@kudzoffline 💜💜💜,1523927446968,2018-04-17 01:10:46,242807532.0,Enfield
16.0,Tue Apr 17 01:11:31 +0000 2018,en,"London, UK","Kensington, London, United Kingdom",garydchance,"@LisaBloom Oh, what a web we weave...  US Atty for SDNY has all that info (T Rump appointee after he sacked the pre… https://t.co/1N5uh5Dmag",1523927491703,2018-04-17 01:11:31,65423360.0,Kensington and Chelsea
1.0,Tue Apr 17 01:11:44 +0000 2018,en,London/Wirral ,"Hillingdon, London, United Kingdom",laurarenshawx,@itscallumpotts Can’t wait to see you 💙,1523927504353,2018-04-17 01:11:44,913310209.0,Hillingdon
1.0,Tue Apr 17 01:11:46 +0000 2018,ar,Kingdom Of Bahrain ❤️,"Wandsworth, London, United Kingdom",AHAlNoaimi,"عش السعاده دون تخبـر بهـا حد
 الناس تفسـد كـل حاجـه جميلـه",1523927506846,2018-04-17 01:11:46,218771800.0,Wandsworth
1.0,Tue Apr 17 01:11:59 +0000 2018,en,"London, England","Tottenham, London, United Kingdom",_TheAxolotl,FF15: Omega Superboss Fight (Level 119) https://t.co/KMtb6PilfM via @YouTube love it,1523927519745,2018-04-17 01:11:59,2843000635.0,Haringey
3.0,Tue Apr 17 01:12:02 +0000 2018,en,🇶🇦 | 🇬🇧,"Paddington, London, United Kingdom",Hend__AH,Why am I not feeling the summer vibes yet?,1523927522922,2018-04-17 01:12:02,81535577.0,Westminster
1.0,Tue Apr 17 01:12:21 +0000 2018,en,"London, England","Poplar, London, United Kingdom",MistressBliss_,@PrincessKittyA And I’m loving you ❤️❤️,1523927541665,2018-04-17 01:12:21,7.126169639236895e+17,Tower Hamlets
1.0,Tue Apr 17 01:13:19 +0000 2018,en,"London, England","Hillingdon, London, United Kingdom",kendraslays,Do you remember when you joined Twitter? I do! #MyTwitterAnniversary https://t.co/mUD7g2d8Vw,1523927599091,2018-04-17 01:13:19,1359049939.0,Hillingdon
1.0,Tue Apr 17 01:13:28 +0000 2018,in,Selhurst Park❤️,"New Addington, London, United Kingdom",SakosLeftFoot,"Ederson
Vertonghen
Otamendi
Tarkowski
Robertson
KDB
David Silva
Fernandinho
Firmino 
Salah
Lukaku https://t.co/xWnkRPugAF",1523927608524,2018-04-17 01:13:28,761211810.0,Croydon
1.0,Tue Apr 17 01:13:52 +0000 2018,de,LONDON,"Enfield, London, United Kingdom",isaacjcambridge,Les fockin av ih https://t.co/eQjiFsrFdi,1523927632928,2018-04-17 01:13:52,3087392077.0,Enfield
1.0,Tue Apr 17 01:14:43 +0000 2018,en,,"51.5191231, -0.1954318",ConranTom,https://t.co/tyhd5Q0UEc’s Day                                  Monday April 23rd-1am ...… https://t.co/JmCyHR8AbB,1523927683337,2018-04-17 01:14:43,917725801.0,Westminster
2.0,Tue Apr 17 01:14:45 +0000 2018,en,Shadow Moses,"Wandsworth, London, United Kingdom",AlexPaternott,You know something has gone wrong when it's 2am and you're in bed reading a tab article about who is the fittest in the royal family...,1523927685363,2018-04-17 01:14:45,180567524.0,Wandsworth
2.0,Tue Apr 17 01:15:36 +0000 2018,en,"London, United Kingdom","51.46815621, -0.36613892",Itskaliuk,"I dont need to say ANYTHING more...vibes are gonna be NICE

Dr MO's Fancy Dress Party
Emergency… https://t.co/DapZ2UjoaL",1523927736846,2018-04-17 01:15:36,161982836.0,Hounslow
1.0,Tue Apr 17 01:16:07 +0000 2018,en,"Risley, England","Camden Town, London, United Kingdom",pixiegirljan,@RealRobFowler So so adorable 💕she is a credit to you @realrobfowler,1523927767940,2018-04-17 01:16:07,8.52550799712555e+17,Camden
1.0,Tue Apr 17 01:16:29 +0000 2018,und,Temple University,"Hammersmith, London, United Kingdom",Michael_Stahler,@callistrogue !!!!! ????,1523927789511,2018-04-17 01:16:29,248294290.0,Hammersmith and Fulham
1.0,Tue Apr 17 01:16:44 +0000 2018,en,London,"Royal Albert Hall, United Kingdom",KateCooperOwen,All round excellent https://t.co/btGMgS0OAp,1523927804961,2018-04-17 01:16:44,20164672.0,Westminster
1.0,Tue Apr 17 01:17:13 +0000 2018,en,"iPhone: 51.463783,-0.132641","Islington, London, United Kingdom",ShimonSwiatekLD,November hurry please! #Rio #40 https://t.co/RWjXKglsOp,1523927833168,2018-04-17 01:17:13,49153003.0,Islington
1.0,Tue Apr 17 01:17:50 +0000 2018,en,South East London,"51.4651731, -0.1149507",_DanSheed,Just posted a video @ O2 Academy Brixton https://t.co/Xf2fPdFW0O,1523927870953,2018-04-17 01:17:50,94820258.0,Lambeth
2.0,Tue Apr 17 01:17:55 +0000 2018,en,"London, England","Hillingdon, London, United Kingdom",AudreeeM,Soooo underrated https://t.co/TiYvrBc4gn,1523927875531,2018-04-17 01:17:55,62316950.0,Hillingdon
1.0,Tue Apr 17 01:19:21 +0000 2018,und,"London, England","East Ham, London, United Kingdom",suleimanhadejia,😂😂😂 @Mk_Tahir https://t.co/JOxfommaTO,1523927961728,2018-04-17 01:19:21,515944526.0,Newham
1.0,Tue Apr 17 01:19:53 +0000 2018,tl,LDN,"Greenwich, London, United Kingdom",caitsss_,sleeping patttern = shamalamala,1523927993809,2018-04-17 01:19:53,941243432.0,Greenwich
1.0,Tue Apr 17 01:20:14 +0000 2018,en,"London, England","51.50711486, -0.12731805",SpiceJerk,"We let the customers do the REAL talking.. #Repost @Loca72 with get_repost
・・・
Ok Ok I Know I've… https://t.co/wRNG4Gu8U1",1523928014311,2018-04-17 01:20:14,7.426780925781811e+17,Westminster
1.0,Tue Apr 17 01:21:07 +0000 2018,en,"Lewisham, London","Lewisham, London, United Kingdom",Sawsound,"@marcmaron @southbankcentre Great to see you again tonight Marc, top form! Come again soon to the land of history ;… https://t.co/gk1men3dyx",1523928067147,2018-04-17 01:21:07,198933599.0,Lewisham
1.0,Tue Apr 17 01:21:15 +0000 2018,und,United Kingdom,"51.50711486, -0.12731805",DJWilSAF,#TheMasterSelector #DJWilSAF #TMSDJWilSAF #Love  #Instaphoto #PhotoOfTheDay #DJ #DJLife… https://t.co/SLnSZk4Dl1,1523928075067,2018-04-17 01:21:15,21520052.0,Westminster
3.0,Tue Apr 17 01:21:35 +0000 2018,en,"Brooklyn, NY","51.51482, -0.13316",brooklynalamode,Cocktails at Promiscuous/Creaky get the salsify root ale alongside cognac #cocktail 🍹😚👌,1523928095790,2018-04-17 01:21:35,8.978006360996905e+17,Westminster
1.0,Tue Apr 17 01:22:55 +0000 2018,en,london,"Kensington, London, United Kingdom",duggiefields,I've been there before.. https://t.co/MTz1g0h5TI,1523928175852,2018-04-17 01:22:55,41607902.0,Kensington and Chelsea
